学校id,学校名称,学校层次,学校类型,所处地区,招生办电话,招生办官网
3042,北京警察学院,普通本科,政法类,北京昌平区,010-89797080,http://www.bjpc.edu.cn/admissions/index.html
3044,云南外事外语职业学院,专科（高职）,语言类,云南,"0871-67985988,0871-67985966",http://zsjy.fafl.cn/
3046,浙江农业商贸职业学院,专科（高职）,农林类,浙江柯桥区,0575-88068177,https://zs.zjabc.edu.cn/
3047,郑州商贸旅游职业学院,专科（高职）,其他,河南,"0371-67822631,0371-67789995,0371-67822632",http://www.zzvcct.com/Html/List/List_2.html
3048,崇左幼儿师范高等专科学校,专科（高职）,师范类,广西西乡塘区,"0771-7832218,0771-6461156",http://www.nndqjyxy.cn/zsxxw/index.shtml
3051,新疆师范高等专科学校,专科（高职）,师范类,新疆天山区,"0991-8898231,0991-8898006,0991-8898007",
3052,哈尔滨幼儿师范高等专科学校,专科（高职）,师范类,黑龙江,"0451-87900509,18946052804",https://www.hayouzhuan.org.cn/zsw/main.htm
3055,河北中医学院,普通本科,医药类,河北长安区,"0311-89926111,0311-89926311",http://zsb.hebcm.edu.cn
3061,营口理工学院,普通本科,理工类,辽宁,"0417-3555550,0417-3555556",http://www.yku.edu.cn/zs/
3062,重庆幼儿师范高等专科学校,专科（高职）,师范类,重庆万州区,"023-85771588,023-85770008,023-85767269",http://www.cqpec.com/zsjy/
3063,沈阳北软信息职业技术学院,专科（高职）,理工类,辽宁,"024-88928718,024-88928719",https://www.nsi-soft.com/nsi/zsgz
3064,山西能源学院,普通本科,理工类,山西榆次区,0351-2167670,
3065,安徽粮食工程职业学院,专科（高职）,理工类,安徽,"0551-65425666,0551-65425688",http://zsw.ahly.edu.cn/
3066,合肥科技职业学院,专科（高职）,理工类,安徽瑶海区,"0551-62756999,0551-62756988",http://www.hfstu.cn/zsxx_i/
3067,河南水利与环境职业学院,专科（高职）,综合类,河南,"0371-65821035,0371-65821077",http://zs.hnshxy.cn
3068,河南信息统计职业学院,专科（高职）,综合类,河南,"0371-65733778,0371-86120072",http://zsxx.hnisvc.com/
3071,中国政法大学司法考试学院,普通本科,政法类,安徽蜀山区,"010-58908130,31,18611002036",http://www.fdpx.com
3072,四川希望汽车职业学院,专科（高职）,理工类,四川雁江区,"028-26322888,028-26922001,028-26077555",http://qicheedu.com/profession/ZSC/index.html
3073,河南牧业经济学院,普通本科,财经类,河南,"0371-86176188,0371-63515967",http://zhaosheng.hnuahe.edu.cn/
3074,四川电子机械职业技术学院,专科（高职）,理工类,四川,0816-2821838,http://www.scemvtc.com/zs/
3075,重庆科技职业学院,专科（高职）,理工类,重庆大足区,"023-49633666,023-49633777",http://www.cqkjzyxy.com/html/2/Index.shtml
3076,重庆文化艺术职业学院,专科（高职）,艺术类,重庆巴南区,"023-62335712,023-88162111",http://www.cqca.edu.cn/index.php?c=category&amp;id=162
3079,洛阳科技职业学院,专科（高职）,综合类,河南,0379-63087788,http://zs.lku.edu.cn/
3083,哈尔滨传媒职业学院,专科（高职）,综合类,黑龙江,"0451-86701301,0451-86720178",http://www.hrbmcc.cn/
3087,云南现代职业技术学院,专科（高职）,理工类,云南,"0878-3031031,0878-3031861,0878-3031866",
3088,云南旅游职业学院,专科（高职）,财经类,云南,"0871-5187607,0871-5187890",http://zsw.ynctv.net/
3089,徐州幼儿师范高等专科学校,专科（高职）,师范类,江苏,0516-80806099,http://zjc.xzyz.edu.cn
3090,徐州生物工程职业技术学院,专科（高职）,理工类,江苏,"0516-83628123,0516-83628122",http://zs.xzsw.net
3091,信阳涉外职业技术学院,专科（高职）,综合类,河南,0376-2798366,
3092,新疆铁道职业技术学院,专科（高职）,理工类,新疆天山区,"0991-7922479,0991-6990286",
3094,泰州学院,普通本科,综合类,江苏海陵区,"0523-86664242,0523-80769090",http://zsb.tzu.edu.cn/
3095,四川文轩职业学院,专科（高职）,其他,四川,"028-69805888,028-69805555",https://www.scwxzyxy.cn/zcxx/c-80.html
3096,四川三河职业学院,专科（高职）,综合类,四川,"0830-5261151,0830-5255327",http://zsxx.scshpc.com/
3097,陕西艺术职业学院,专科（高职）,艺术类,陕西,"029-87894789,029-87801470",http://zsw.sxavc.com/
3098,平顶山职业技术学院,专科（高职）,综合类,河南平顶山市新城区,"0375-2978152,0375-2978006",http://zsc.pdszy.edu.cn/
3099,宁夏葡萄酒与防沙治沙职业技术学院,专科（高职）,理工类,宁夏,"0951-8469003,0951-8469128,0951-8469005",http://www.nxfszs.cn/zsjy/
3105,辽宁轻工职业学院,专科（高职）,其他,辽宁,"0411-66864822,0411-66864899,0411-66864867",https://zs.lnqg.com.cn/
3106,辽宁轨道交通职业学院,专科（高职）,理工类,辽宁,"024-62454711,024-62454722",https://www.lgzy.com.cn/Zsjy/default.aspx
3109,江苏商贸职业学院,专科（高职）,综合类,江苏,"0513-85679269,0513-85679277",http://zs.jsbc.edu.cn
3110,湖南幼儿师范高等专科学校,专科（高职）,师范类,湖南,0736-7272844,http://zsjyc.hnyesf.com/
3111,湖南三一工业职业技术学院,专科（高职）,理工类,湖南,"0731-86887789,0731-85251015,0731-85251376",http://www.sanyedu.com/site/zsw/index.html
3112,红河卫生职业学院,专科（高职）,医药类,云南,0873-3649578,https://www.hhwzy.edu.cn/zsjy.htm
3113,菏泽职业学院,专科（高职）,综合类,山东,"0530-3957777,0530-3130200",http://www.hezevc.edu.cn/zsb/
3114,河南工业和信息化职业学院,专科（高职）,理工类,河南,"0391-8767022,0391-8767021",http://www.hciit.edu.cn/zsxx/
3115,合肥幼儿师范高等专科学校,专科（高职）,师范类,安徽,"0551-62520127,0551-62520128",http://zsb.hfpec.edu.cn/
3116,贵州盛华职业学院,专科（高职）,综合类,贵州福泉市,"0854-6323333,0854-6323033",http://www.forerunnercollege.com/AdmissionEnter.aspx
3117,贵州工商职业学院,专科（高职）,综合类,贵州云岩区,0851-88518111,http://www.gzgszy.com/zsw/
3118,广西职业师范学院,普通本科,师范类,广西西乡塘区,0771-3248093,http://zsb.gxvnu.edu.cn/
3120,共青科技职业学院,专科（高职）,综合类,江西濂溪区,"0792-43772788,0792-4372296",http://www.gqkj.com.cn/index.php/cms/item-list-category-160.shtml
3123,大理农林职业技术学院,专科（高职）,农林类,云南,"0872-2675222,0872-2478398",
3124,渤海理工职业学院,专科（高职）,理工类,河北,"0317-7557996,0317-7557995",http://zsxx.bhlgxy.cn/
3126,保定幼儿师范高等专科学校,专科（高职）,师范类,河北竞秀区,"0312-3633460,0312-3651175",http://zhaosheng.hezs.cn
3127,巴中职业技术学院,专科（高职）,综合类,四川,"0827-3666007,0827-6666666",https://www.bzzyjsxy.cn/s.php/zhaoshengwang/
3128,白银矿冶职业技术学院,专科（高职）,理工类,甘肃,"0943-8811918,400-894-3123",http://www.bymu.cn/node/156
3129,河北工艺美术职业学院,专科（高职）,艺术类,河北,"0312-3015923,0312-3105821",http://www.hbgymszyxy-edu.cn/category/Category/index/cid/56
3143,南京城市职业学院,专科（高职）,综合类,江苏,"025-82212198,025-82212209,025-82212183",http://zjc.ncc.edu.cn
3145,中国科学院大学,普通本科,综合类,北京石景山区,010-88256215,http://admission.ucas.edu.cn
3149,江苏第二师范学院,普通本科,师范类,江苏,025-83758148,http://zs.jssnu.edu.cn/
3150,中国人民大学（苏州校区）,普通本科,综合类,江苏苏州工业园区,0512-62605218 62605262,
3151,上海科技大学,普通本科,理工类,上海浦东新区,400-920-9393,http://admission.shanghaitech.edu.cn/
3152,合肥工业大学宣城校区,211,综合类,安徽宣州区,,
3154,甘肃卫生职业学院,专科（高职）,医药类,甘肃,"0931-8265936,0931-8260079",http://www.gswx.com.cn/list-167-1.htm
3155,兰州科技职业学院,专科（高职）,综合类,甘肃七里河区,"0931-5321043,0931-5223189",http://zs.lzkjedu.com/
3158,山东职业学院西校区,专科（高职）,综合类,山东济南高新技术产业开发区,"0531-86512036,18678896958",
3161,辽宁特殊教育师范高等专科学校,专科（高职）,师范类,辽宁,024-24791718,http://61.189.17.86/zhaosheng/index/
3185,皖北卫生职业学院,专科（高职）,医药类,安徽,"0557-3095368,0557-3095125",http://www.wbwsxy.cn/index.php?a=lists&amp;catid=465
3186,四川护理职业学院,专科（高职）,医药类,四川龙泉驿区,"028-84879035,028-84879040,028-6922666",http://www.cnsnvc.com/zsjy/zsgz.htm
3187,吉安职业技术学院,专科（高职）,综合类,江西,"0796-8263123,0796-8263303",http://www.japt.com.cn/zsxxw/
3188,温州肯恩大学,普通本科,综合类,浙江龙湾区,"0577-55870111,0577-55870099",http://www.wku.edu.cn/admissions/
3191,重庆资源与环境保护职业学院,专科（高职）,理工类,重庆大足区,"023-43793190,023-43793191",http://zsxxw.cqzhxy.cn/
3192,山东艺术设计职业学院,专科（高职）,艺术类,山东天桥区,"0531-89847675,0531-89847699",http://www.sysy.com.cn/a/1875.aspx
3193,成都工贸职业技术学院,专科（高职）,综合类,四川,"028-61835166,028-61835167,028-61835168,17760338241",https://zsx.cdgmxy.edu.cn/
3194,上海健康医学院,普通本科,医药类,上海浦东新区,021-65881635,http://zs.sumhs.edu.cn/
3197,贵州建设职业技术学院,专科（高职）,理工类,贵州,0851-84700230,http://www.gzjszy.cn/bcms/front/s6/
3200,四川西南航空职业学院,专科（高职）,其他,四川锦江区,"028-85861555,400-867-9992",http://www.xnhkxy.cn/Index.html
3202,香港中文大学（深圳）,普通本科,综合类,广东,0755-84273500,https://admissions.cuhk.edu.cn/
3203,川南幼儿师范高等专科学校,专科（高职）,师范类,四川,"0832-5908888,0832-5925833,0832-5908818",http://zjc.cnyz.edu.cn/
3204,成都工业职业技术学院,专科（高职）,理工类,四川,"028-64458874,028-64458898,028-64458852",https://www.cdivtc.edu.cn/web/zsxx/
3205,贵州工程职业学院,专科（高职）,综合类,贵州德江县,"0856-8656701,0856-8656006",http://www.gzieu.com/zsjy/zsxxw/
3208,浙江特殊教育职业学院,专科（高职）,其他,浙江,0571-86458581,http://zsw.zcse.edu.cn/
3211,黑龙江冰雪体育职业学院,专科（高职）,体育类,黑龙江,"0451-58599055,0451-58599077,0451-58599099",http://www.vcws.org.cn/zsjy/zsxx.htm
3212,广西培贤国际职业学院,专科（高职）,综合类,广西,"0776-5669968,0776-5669998,0776-5669928",http://www.peixianedu.cn/ZSB.html
3213,广州卫生职业技术学院,专科（高职）,医药类,广东,"020-36081207,020-81085046,020-81076821",http://www.gzws.edu.cn/gzwss/zs.html
3214,南阳农业职业学院,专科（高职）,农林类,河南,"0377-63393888,0377-63393999",http://www.nyca.edu.cn/zsw/
3215,内蒙古艺术学院,普通本科,艺术类,内蒙古,"0471-4978356,0471-4973179",http://zs.imac.edu.cn
3216,北京网络职业学院,专科（高职）,理工类,北京房山区,"010-81303630,010-81305314",http://www.bjwlxy.org.cn/a/zszx/
3217,烟台黄金职业学院,专科（高职）,综合类,山东,"0535-8307991,0535-8307960",http://zs.ytgc.edu.cn
3218,广西金融职业技术学院,专科（高职）,财经类,广西,"0771-3245020,0771-3240330",http://www.gxjrxy.com/zsw/
3219,广东酒店管理职业技术学院,专科（高职）,综合类,广东全市,0769-89989602,http://zsb.gdjdxy.edu.cn/zsxx.htm
3220,惠州城市职业学院,专科（高职）,理工类,广东,"0752-3619501,0752-2829661",http://www.hzc.edu.cn/zsjy/zsxxw.htm
3221,内蒙古民族幼儿师范高等专科学校,专科（高职）,师范类,内蒙古东胜区,0477-5119660,https://www.nmmzyz.org.cn/channels/29.html
3222,扎兰屯职业学院,专科（高职）,其他,内蒙古,"0470-3256960,0470-3179888",http://www.zltzyxy.com/zkxx/index.jhtml
3223,鄂尔多斯生态环境职业学院,专科（高职）,其他,内蒙古,0477-8391977,http://www.ordossthjzyxy.cn/zsjy/gzzs/zsxx4/index.htm
3224,江苏财会职业学院,专科（高职）,财经类,江苏海州区,"0518-85899773,0518-85471566",http://www.jscfa.edu.cn/zsjy/
3225,贵阳幼儿师范高等专科学校,专科（高职）,师范类,贵州清镇市,0851-82519020,http://zsw.gypec.edu.cn/
3226,哈尔滨理工大学荣成校区,普通本科,理工类,山东荣成市,,http://rc.hrbust.edu.cn/2223/list.htm
3227,威海海洋职业学院,专科（高职）,综合类,山东荣成市,"0631-7697577,0631-7697588,0631-7697599",http://www.whovc.edu.cn/Oceanvocationalcollege/
3228,辽宁民族师范高等专科学校,专科（高职）,师范类,辽宁,"024-86622204,024-2282382",http://www.lnnc.edu.cn/zsjy/
3229,铜仁幼儿师范高等专科学校,专科（高职）,师范类,贵州碧江区,0856-5212456,http://www.trpec.edu.cn/xxfw/zsfw/
3230,南通师范高等专科学校,专科（高职）,师范类,江苏港闸区,"0513-55092010,0513-55092012",http://zsjy.ntnc.edu.cn/
3231,贵州工贸职业学院,专科（高职）,综合类,贵州,0857-6339313,http://www.gzgmzyxy.cn/#
3232,贵州应用技术职业学院,专科（高职）,理工类,贵州,"0854-7025555,0854-7012345",
3233,贵州水利水电职业技术学院,专科（高职）,理工类,贵州,0851-85938823,http://zs.gzsdzy.cn/zsmh/jyweb/webIndex.zf
3234,贵州农业职业学院,专科（高职）,农林类,贵州,"0851-88409666,0851-88403666",http://www.gznyzyxy.cn/list.jsp?cItemId=15&amp;itemId=7
3235,毕节医学高等专科学校,专科（高职）,医药类,贵州,"0857-2162861,0857-2162863",
3236,湛江幼儿师范专科学校,专科（高职）,师范类,广东,"0759-3610638,0759-7600815,0759-6606023",http://221.4.246.188:8080/1/xsyzsjyc/index.html
3237,广东茂名健康职业学院,专科（高职）,综合类,广东茂南区,"0668-2902148,0668-2902527",http://www.gdmmhvc.cn/html/jgsz/dzgljg/zsysxzdczs/
3238,广东碧桂园职业学院,专科（高职）,综合类,广东,"0763-3936012,0763-3936700",http://zs.bgypt.edu.cn/
3239,广东茂名幼儿师范专科学校,专科（高职）,师范类,广东,"0668-3383561,0668-6618889",https://zs.gdpnc.edu.cn/
3240,广东生态工程职业学院,专科（高职）,农林类,广东,"020-87032191,020-87031813",http://new.gdsty.cn/news/zsindex.html
3241,广东以色列理工学院,普通本科,理工类,广东,"0754-88077060,0754-88077088,0754-88077086",https://www.gtiit.edu.cn/admissions.aspx
3242,恒生管理学院,普通本科,综合类,香港沙田区,0852-39635000,http://www.hsmc.edu.hk/index.php/hk/
3243,香港树仁大学,普通本科,综合类,香港东区,0852-25707110,
3244,澳门城市大学,普通本科,综合类,澳门嘉模堂区,0853-28781698,
3247,安徽公安职业学院,专科（高职）,政法类,安徽,"0551-65382188,0551-65380150",http://www.ahgaxy.com.cn/zzsjy/index.jhtml
3248,南昌影视传播职业学院,专科（高职）,综合类,江西东湖区,"0791-85866168,0791-85866707",http://www.ncyscb.com/zhaoshengzaixian/zhudianlianxifangshi/
3249,江西水利职业学院,专科（高职）,其他,江西,"0791-83847887,0791-83847834",http://zsc.jxslsd.com/
3251,深圳北理莫斯科大学,普通本科,综合类,广东,0755-28323398,http://admission.smbu.edu.cn
3252,江西洪州职业学院,专科（高职）,综合类,江西丰城市,0791-6520123,http://www.jxhzxy.com/ShowArticle.asp?id=888
3253,江西师范高等专科学校,专科（高职）,师范类,江西,"0701-6460431,0701-6460818",http://www.jxsfgz.com/zsb/
3254,中国社会科学院大学,普通本科,其他,北京房山区,（010）81360217/81360218,https://skdzs.ucass.edu.cn/
3255,哈尔滨工业大学（深圳）,985 211,理工类,广东南山区,0755-26035891,http://zsb.hitsz.edu.cn/bzs/zswz
3256,阜阳幼儿师范高等专科学校,专科（高职）,师范类,安徽,"0558-2560336,0558-2563391",http://www.fypec.edu.cn/fyye_zsjy/
3257,庆阳职业技术学院,专科（高职）,综合类,甘肃,"0934-8245855,0934-8245856",http://www.qyvtc.com/Category_41/Index.aspx
3258,陕西机电职业技术学院,专科（高职）,理工类,陕西,"0917-3328888,0917-3633887,0917-3633889",http://zsw.sxjdzy.cn/
3259,福州墨尔本理工职业学院,专科（高职）,综合类,福建,"0591-83761936,0591-83761931,0591-83761932",http://www.fmp.edu.cn/zsb
3260,长春健康职业学院,专科（高职）,综合类,吉林,0431-85183111,http://www.ccvch.com/recruit/plan/
3266,浙江音乐学院,普通本科,艺术类,浙江西湖区,0571-89808080,http://www.zjcm.edu.cn/list/22/1.shtml
3269,海南体育职业技术学院,专科（高职）,体育类,海南琼山区,0898-65350285,http://www.hnstx.com/zsxxw/
